CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
02/07/2016,5:20,,,,,,QUEENS PLAZA SOUTH              ,27 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385900,BUS,TAXI,,,
02/07/2016,12:12,BROOKLYN,11206,40.7054412,-73.9479799,"(40.7054412, -73.9479799)",LORIMER STREET                  ,BOERUM STREET                   ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3385215,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,6:25,BROOKLYN,11216,40.6732722,-73.9473957,"(40.6732722, -73.9473957)",PARK PLACE                      ,NEW YORK AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3385183,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/07/2016,23:00,BROOKLYN,11210,40.6214741,-73.950711,"(40.6214741, -73.950711)",BEDFORD AVENUE                  ,AVENUE L                        ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3385713,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,16:35,MANHATTAN,10027,40.8141445,-73.9557055,"(40.8141445, -73.9557055)",AMSTERDAM AVENUE                ,WEST 126 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385540,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,8:00,BROOKLYN,11208,40.6877043,-73.8734873,"(40.6877043, -73.8734873)",COX PLACE                       ,CRESCENT STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385742,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/07/2016,19:22,BROOKLYN,11217,40.6818344,-73.9758325,"(40.6818344, -73.9758325)",FLATBUSH AVENUE                 ,DEAN STREET                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3386324,SPORT UTILITY / STATION WAGON,VAN,,,
02/07/2016,13:40,QUEENS,11435,40.7037702,-73.8052116,"(40.7037702, -73.8052116)",150 STREET                      ,90 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385228,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,18:36,MANHATTAN,10027,40.8093398,-73.9592163,"(40.8093398, -73.9592163)",WEST 120 STREET                 ,AMSTERDAM AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385538,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,3:00,QUEENS,11435,40.6853403,-73.8043027,"(40.6853403, -73.8043027)",111 AVENUE                      ,140 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3385362,PASSENGER VEHICLE,,,,
02/07/2016,12:00,MANHATTAN,10021,40.7674936,-73.9593177,"(40.7674936, -73.9593177)",2 AVENUE                        ,EAST 70 STREET                  ,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,Unspecified,,,3384990,TAXI,BICYCLE,TAXI,,
02/07/2016,16:30,BROOKLYN,11209,40.6308307,-74.0250857,"(40.6308307, -74.0250857)",4 AVENUE                        ,BAY RIDGE PARKWAY               ,,0,0,0,0,0,0,0,0,Cell Phone (hands-free),,,,,3385699,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,23:30,BROOKLYN,11238,40.6759273,-73.9560676,"(40.6759273, -73.9560676)",FRANKLIN AVENUE                 ,SAINT MARKS AVENUE              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385763,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/07/2016,10:29,QUEENS,11103,40.7601874,-73.9146953,"(40.7601874, -73.9146953)",43 STREET                       ,31 AVENUE                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3386494,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,12:55,,,40.6039836,-74.1207361,"(40.6039836, -74.1207361)",,,P/L OF 931 MANOR ROAD                   ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3385434,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/07/2016,15:30,BROOKLYN,11232,40.6531978,-74.0055789,"(40.6531978, -74.0055789)",38 STREET                       ,4 AVENUE                        ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3385729,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,4:35,,,40.7473799,-73.8350851,"(40.7473799, -73.8350851)",,,,0,0,0,0,0,0,0,0,Outside Car Distraction,,,,,3385925,PASSENGER VEHICLE,,,,
02/07/2016,1:12,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384942,TAXI,SPORT UTILITY / STATION WAGON,,,
02/07/2016,18:00,QUEENS,11420,40.6656865,-73.8204297,"(40.6656865, -73.8204297)",NORTH CONDUIT AVENUE            ,121 STREET                      ,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,,3385873,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,
02/07/2016,19:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385733,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,17:23,BROOKLYN,11212,40.6586744,-73.9001884,"(40.6586744, -73.9001884)",NEW LOTS AVENUE                 ,JUNIUS STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385734,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,0:30,,,,,,QUEENS BOULEVARD                ,VAN WYCK EXPRESSWAY             ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385820,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,13:26,QUEENS,11004,40.7410491,-73.7087109,"(40.7410491, -73.7087109)",82 AVENUE                       ,261 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3385251,UNKNOWN,,,,
02/07/2016,10:35,QUEENS,11370,40.764912,-73.8842139,"(40.764912, -73.8842139)",,,24-11 85 ST                             ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3385416,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/07/2016,22:56,MANHATTAN,10012,40.7213093,-73.994704,"(40.7213093, -73.994704)",SPRING STREET                   ,ELIZABETH STREET                ,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3385463,PASSENGER VEHICLE,PICK-UP TRUCK,,,
02/07/2016,22:19,QUEENS,11373,40.7423486,-73.8699408,"(40.7423486, -73.8699408)",94 STREET                       ,CORONA AVENUE                   ,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3385924,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,9:45,BROOKLYN,11228,40.6184717,-74.0212161,"(40.6184717, -74.0212161)",7 AVENUE                        ,86 STREET                       ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,Unspecified,,,3385704,PASSENGER VEHICLE,UNKNOWN,PASSENGER VEHICLE,,
02/07/2016,4:50,,,40.7225802,-73.9404817,"(40.7225802, -73.9404817)",,,,4,0,0,0,0,0,4,0,Lost Consciousness,Unspecified,,,,3385807,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/07/2016,18:23,,,40.7611455,-73.7554844,"(40.7611455, -73.7554844)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3385350,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,14:43,MANHATTAN,10016,40.7465356,-73.9859503,"(40.7465356, -73.9859503)",WEST 31 STREET                  ,5 AVENUE                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3384976,TAXI,PASSENGER VEHICLE,,,
02/07/2016,11:15,BROOKLYN,11221,40.6857635,-73.9414942,"(40.6857635, -73.9414942)",THROOP AVENUE                   ,MADISON STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385770,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,11:10,BROOKLYN,11213,40.6661246,-73.9313824,"(40.6661246, -73.9313824)",UTICA AVENUE                    ,CARROLL STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385160,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/07/2016,18:57,QUEENS,11421,40.6854852,-73.8581999,"(40.6854852, -73.8581999)",ATLANTIC AVENUE                 ,83 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385826,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,8:35,MANHATTAN,10001,40.7504525,-73.9872921,"(40.7504525, -73.9872921)",WEST 35 STREET                  ,6 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384974,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
02/07/2016,2:37,BROOKLYN,11217,40.6807335,-73.9745025,"(40.6807335, -73.9745025)",6 AVENUE                        ,BERGEN STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385185,UNKNOWN,PASSENGER VEHICLE,,,
02/07/2016,16:08,QUEENS,11418,40.7021561,-73.8387827,"(40.7021561, -73.8387827)",84 AVENUE                       ,112 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385825,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,15:10,BROOKLYN,11203,40.642134,-73.9293532,"(40.642134, -73.9293532)",AVENUE D                        ,UTICA AVENUE                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385135,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,17:30,QUEENS,11372,40.7493558,-73.8880269,"(40.7493558, -73.8880269)",78 STREET                       ,37 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385412,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/07/2016,16:00,MANHATTAN,10033,40.8523802,-73.9314939,"(40.8523802, -73.9314939)",SAINT NICHOLAS AVENUE           ,WEST 186 STREET                 ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3385027,VAN,PASSENGER VEHICLE,,,
02/07/2016,4:05,BRONX,10463,40.8707826,-73.9068519,"(40.8707826, -73.9068519)",BAILEY AVENUE                   ,WEST 193 STREET                 ,,3,0,0,0,0,0,3,0,Alcohol Involvement,Traffic Control Disregarded,,,,3385082,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,12:30,QUEENS,11421,40.6906853,-73.8663347,"(40.6906853, -73.8663347)",87 AVENUE                       ,75 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385823,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,14:45,,,,,,GRAND CENTRAL PARKWAY E SVC RD  ,LITTLE NECK PARKWAY             ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385256,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
02/07/2016,16:40,MANHATTAN,10022,40.7615508,-73.9665842,"(40.7615508, -73.9665842)",EAST 59 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384981,SMALL COM VEH(4 TIRES) ,SPORT UTILITY / STATION WAGON,,,
02/07/2016,16:44,QUEENS,11420,40.6708777,-73.8227336,"(40.6708777, -73.8227336)",135 AVENUE                      ,117 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385872,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,18:20,BROOKLYN,11208,40.6744045,-73.8697525,"(40.6744045, -73.8697525)",BELMONT AVENUE                  ,CRESCENT STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385755,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/07/2016,11:30,BROOKLYN,11213,40.6686159,-73.9450455,"(40.6686159, -73.9450455)",UNION STREET                    ,BROOKLYN AVENUE                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3385721,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/07/2016,16:11,,,,,,WEST KINGSBRIDGE ROAD           ,RESERVOIR AVENUE                ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3385639,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,17:34,QUEENS,11379,40.7270903,-73.8747078,"(40.7270903, -73.8747078)",ELIOT AVENUE                    ,84 STREET                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Lost Consciousness,,,,3385843,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,17:30,,,40.8180094,-73.9614777,"(40.8180094, -73.9614777)",,,,1,0,0,0,0,0,1,0,Outside Car Distraction,Unspecified,,,,3385541,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,7:47,QUEENS,11423,40.7116259,-73.7549743,"(40.7116259, -73.7549743)",100 AVENUE                      ,205 STREET                      ,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3385226,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/07/2016,4:00,BROOKLYN,11213,40.670887,-73.9364893,"(40.670887, -73.9364893)",TROY AVENUE                     ,SAINT JOHNS PLACE               ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3385182,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,13:50,,,,,,RICHMOND AVENUE                 ,VICTORY BOULEVARD               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385426,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,12:38,QUEENS,11368,40.7465954,-73.856637,"(40.7465954, -73.856637)",47 AVENUE                       ,108 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3385921,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,15:20,BROOKLYN,11230,40.6241708,-73.9704715,"(40.6241708, -73.9704715)",OCEAN PARKWAY                   ,AVENUE J                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385679,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,20:35,,,,,,UTICA AVENUE                    ,EAST NEW YORK AVENUE            ,,0,0,0,0,0,0,0,0,Turning Improperly,Lost Consciousness,,,,3385725,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,15:50,BROOKLYN,11236,40.6386809,-73.9168107,"(40.6386809, -73.9168107)",FARRAGUT ROAD                   ,EAST 80 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385146,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,14:00,MANHATTAN,10075,40.7733356,-73.9550538,"(40.7733356, -73.9550538)",EAST 79 STREET                  ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3385515,BUS,PASSENGER VEHICLE,,,
02/07/2016,15:44,,,40.7050949,-73.8526017,"(40.7050949, -73.8526017)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3388094,PASSENGER VEHICLE,OTHER,,,
02/07/2016,18:15,MANHATTAN,10034,40.8664489,-73.9304888,"(40.8664489, -73.9304888)",RIVERSIDE DRIVE                 ,HENSHAW STREET                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3386097,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,15:00,QUEENS,11103,40.7650201,-73.9173894,"(40.7650201, -73.9173894)",36 STREET                       ,30 AVENUE                       ,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,3386490,PASSENGER VEHICLE,TAXI,,,
02/07/2016,8:45,QUEENS,11412,40.6850987,-73.760729,"(40.6850987, -73.760729)",FARMERS BOULEVARD               ,121 AVENUE                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385365,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/07/2016,17:20,MANHATTAN,10022,40.7599831,-73.9648018,"(40.7599831, -73.9648018)",EAST 58 STREET                  ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3384982,VAN,PASSENGER VEHICLE,,,
02/07/2016,19:19,,,40.7690674,-73.8368882,"(40.7690674, -73.8368882)",,,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Outside Car Distraction,Unspecified,,,3385908,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/07/2016,20:53,,,,,,CORONA AVENUE                   ,99 STREET                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3385923,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,22:39,QUEENS,11412,40.7042781,-73.7498545,"(40.7042781, -73.7498545)",FRANCIS LEWIS BOULEVARD         ,112 AVENUE                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385852,PASSENGER VEHICLE,FIRE TRUCK,,,
02/07/2016,19:45,BRONX,10456,40.8227143,-73.9031399,"(40.8227143, -73.9031399)",EAST 163 STREET                 ,TINTON AVENUE                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3385589,PASSENGER VEHICLE,,,,
02/07/2016,0:30,MANHATTAN,10001,40.7509033,-73.9981196,"(40.7509033, -73.9981196)",WEST 30 STREET                  ,9 AVENUE                        ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3384972,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,16:45,,,40.7818569,-73.8252243,"(40.7818569, -73.8252243)",20 AVENUE                       ,WHITESTONE EXPRESSWAY           ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385912,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,19:05,BRONX,10452,40.8407868,-73.9231971,"(40.8407868, -73.9231971)",NELSON AVENUE                   ,WEST 170 STREET                 ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3385607,LIVERY VEHICLE,,,,
02/07/2016,23:00,,,,,,ARLENE STREET                   ,LAMBERTS LANE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385983,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,11:38,,,,,,COOP CITY BOULEVARD             ,BELLAMY LOOP                    ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3385049,SPORT UTILITY / STATION WAGON,,,,
02/07/2016,4:30,QUEENS,11417,40.6781722,-73.8574836,"(40.6781722, -73.8574836)",80 STREET                       ,GLENMORE AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385273,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/07/2016,17:40,BROOKLYN,11233,40.6761899,-73.9080899,"(40.6761899, -73.9080899)",EASTERN PARKWAY                 ,ATLANTIC AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385735,PASSENGER VEHICLE,UNKNOWN,,,
02/07/2016,10:58,QUEENS,11426,40.7413881,-73.7248837,"(40.7413881, -73.7248837)",UNION TURNPIKE                  ,244 STREET                      ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3385249,VAN,PICK-UP TRUCK,PASSENGER VEHICLE,,
02/07/2016,16:18,MANHATTAN,10036,40.7649043,-73.9981373,"(40.7649043, -73.9981373)",WEST 47 STREET                  ,WEST SIDE HIGHWAY               ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385501,PASSENGER VEHICLE,TAXI,,,
02/07/2016,23:50,,,40.7031321,-73.8167895,"(40.7031321, -73.8167895)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3385834,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
02/07/2016,13:00,,,,,,TOMPKINS CIRCLE                 ,FIEDLER AVENUE                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3385977,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/07/2016,17:30,BROOKLYN,11201,40.6976294,-73.9852826,"(40.6976294, -73.9852826)",FLATBUSH AVENUE EXTENSION       ,CONCORD STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385209,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2016,7:00,QUEENS,11368,40.743785,-73.8659069,"(40.743785, -73.8659069)",CORONA AVENUE                   ,46 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385328,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/07/2016,18:10,,,,,,ROSEDALE AVENUE                 ,RANDALL AVENUE                  ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3385591,PASSENGER VEHICLE,OTHER,,,
02/07/2016,15:45,MANHATTAN,10029,40.7878008,-73.9495225,"(40.7878008, -73.9495225)",EAST 99 STREET                  ,LEXINGTON AVENUE                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385002,TAXI,TAXI,,,
02/07/2016,22:30,QUEENS,11436,40.6794745,-73.8025641,"(40.6794745, -73.8025641)",116 AVENUE                      ,139 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385948,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,0:20,QUEENS,11361,40.7636007,-73.7709699,"(40.7636007, -73.7709699)",41 AVENUE                       ,BELL BOULEVARD                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385337,PASSENGER VEHICLE,OTHER,,,
02/07/2016,17:15,,,,,,,,P/L 1571 FOREST AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385424,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
02/07/2016,10:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385178,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2016,1:28,,,40.7254507,-73.8377671,"(40.7254507, -73.8377671)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385353,PASSENGER VEHICLE,UNKNOWN,,,
